virus.names,proteins,genome.size,genome.type,vector.borne,zoonotic,Nucleotide.records,Nucleotide.records.log,PHB.max,PHB.mean,PHB.median,PubMed.records.log,SRA.records.log
Miniopterus bat coronavirus 1,NA,NA,(+) ssRNA,No,Not zoonotic,4,0.602059991327962,0.1517116,0.1332256,0.1292054,0.698970004336019,0
Mobala mammarenavirus,4,0.010705,(-) ssRNA,No,Not zoonotic,15,1.17609125905568,0.2214789,0.206158533333333,0.2107268,0.301029995663981,0
Mule deerpox virus,NA,NA,dsDNA,No,Not zoonotic,7,0.845098040014257,2.059024,1.5404218,1.4003737,0.301029995663981,0
Murid gammaherpesvirus 7,NA,NA,dsDNA,No,Not zoonotic,0,-Inf,0.5757404922,0.513248128133333,0.559651,1.53147891704226,0
Murine leukemia virus,3,0.008323,ssRNA-RT,No,Not zoonotic,2168,3.33605927786635,0.1418929,0.110637333333333,0.1402107,3.77865763194736,0.698970004336019
Nile crocodilepox virus,173,0.190054,dsDNA,No,Not zoonotic,2,0.301029995663981,0.0961545,0.0922464666666667,0.0959793,0.301029995663981,0
Oropouche orthobunyavirus,4,0.011985,(-) ssRNA,Yes,Zoonotic,356,2.55144999797288,0,0,0,0.602059991327962,0
Orthohepevirus B,3,0.006654,(+) ssRNA,No,Not zoonotic,214,2.33041377334919,0.366497,0.300095733333333,0.3581683,0.845098040014257,0
Perch perhabdovirus,5,0.011487,(-) ssRNA,No,Not zoonotic,15,1.17609125905568,0.5350107,0.399285866666667,0.4803724,0.301029995663981,0
Pigeonpox virus,224,0.282356,dsDNA,No,Not zoonotic,7,0.845098040014257,0.1394171,0.124199066666667,0.1367885,1.25527250510331,0
Pirital mammarenavirus,4,0.010482,(-) ssRNA,No,Not zoonotic,62,1.79239168949825,0.7146664914,0.571710460933333,0.6098286914,0.301029995663981,0
Piry vesiculovirus,NA,NA,(-) ssRNA,No,Zoonotic,6,0.778151250383644,0,0,0,0.477121254719662,0
Primate bocaparvovirus 1,4,0.005093,ssDNA,No,Zoonotic,817,2.91222205653242,0,0,0,0.477121254719662,0.477121254719662
Pseudocowpox virus,134,0.145289,dsDNA,No,Zoonotic,99,1.99563519459755,0,0,0,1.66275783168157,0
Rio Segundo hantavirus,NA,NA,(-) ssRNA,No,Not zoonotic,1,0,0.2947455,0.2367478,0.2887241,0.301029995663981,0
Rodent protoparvovirus 1,7,0.005149,ssDNA,No,Not zoonotic,118,2.07188200730613,0.5440538,0.4429406,0.4889684,0.301029995663981,0
Rosavirus A,1,0.008931,(+) ssRNA,No,Zoonotic,6,0.778151250383644,0,0,0,0.301029995663981,0
Saimiriine gammaherpesvirus 2,76,0.11293,dsDNA,No,Zoonotic,104,2.01703333929878,0,0,0,0,0.301029995663981
Salehabad phlebovirus,4,0.012389,(-) ssRNA,Yes,Zoonotic,13,1.11394335230684,0,0,0,0.301029995663981,0
Sandfly fever Naples phlebovirus,4,0.012488,(-) ssRNA,Yes,Zoonotic,364,2.56110138364906,0,0,0,1.91381385238372,0.301029995663981
Senecavirus A,1,0.00731,(+) ssRNA,No,Not zoonotic,69,1.83884909073726,0.552806666,0.457768110666667,0.4903416,1.79239168949825,0
Shimoni bat lyssavirus,5,0.012045,(-) ssRNA,No,Not zoonotic,2,0.301029995663981,0.3481633,0.299971533333333,0.312404,0.301029995663981,0
Simbu orthobunyavirus,4,0.012172,(-) ssRNA,Yes,Zoonotic,11,1.04139268515823,0,0,0,0.301029995663981,0
Tai Forest ebolavirus,9,0.018935,(-) ssRNA,No,Zoonotic,7,0.845098040014257,0,0,0,1.04139268515823,0
Tamiami mammarenavirus,4,0.010674,(-) ssRNA,No,Zoonotic,12,1.07918124604762,0,0,0,0,0
Thimiri orthobunyavirus,NA,NA,(-) ssRNA,Yes,Not zoonotic,1,0,0.4442757,0.328002133333333,0.4368014,0,0
Tibrogargan tibrovirus,9,0.013298,(-) ssRNA,No,Not zoonotic,7,0.845098040014257,0.341250336,0.276695024,0.32285997,0.301029995663981,0
Wad Medani virus,12,0.018009,dsRNA,Yes,Not zoonotic,30,1.47712125471966,0.3720409,0.3276916,0.3117657,0.903089986991944,0
Wyeomyia orthobunyavirus,NA,NA,(-) ssRNA,Yes,Zoonotic,22,1.34242268082221,0,0,0,0.778151250383644,0
Yunnan orbivirus,11,0.019816,dsRNA,Yes,Not zoonotic,29,1.46239799789896,0.3815800536,0.328337079733333,0.373806866,1.07918124604762,0
Acara orthobunyavirus,NA,NA,(-) ssRNA,Yes,Not zoonotic,0,-Inf,0,0,0,0,0
Aichivirus C,1,0.00821,(+) ssRNA,No,Not zoonotic,795,2.90036712865647,0,0,0,0.954242509439325,0
Alethinophid 3 reptarenavirus,4,0.01018,(-) ssRNA,No,Not zoonotic,8,0.903089986991944,0,0,0,0,0
Allpahuayo mammarenavirus,4,0.010396,(-) ssRNA,No,Not zoonotic,6,0.778151250383644,0,0,0,0,0
Alphapapillomavirus 14,7,0.008033,dsDNA,No,Zoonotic,98,1.99122607569249,0,0,0,2.79169064902012,0
Amapari mammarenavirus,4,0.010387,(-) ssRNA,No,Not zoonotic,8,0.903089986991944,0,0,0,0,0
Anguillid herpesvirus 1,134,0.248526,dsDNA,No,Not zoonotic,17,1.23044892137827,0,0,0,1.17609125905568,0.602059991327962
Anguillid perhabdovirus,6,0.011806,(-) ssRNA,No,Not zoonotic,133,2.12385164096709,0,0,0,0.301029995663981,0
Apoi virus,1,0.010116,(+) ssRNA,Yes,Zoonotic,16,1.20411998265592,0,0,0,0.602059991327962,0
Aquamavirus A,1,0.006718,(+) ssRNA,No,Not zoonotic,9,0.954242509439325,0,0,0,0.477121254719662,0
Aquareovirus B,NA,NA,dsRNA,No,Not zoonotic,11,1.04139268515823,0,0,0,0.477121254719662,0
Aquareovirus F,NA,NA,dsRNA,No,Not zoonotic,0,-Inf,0,0,0,2.23552844690755,0
Ateline gammaherpesvirus 2,NA,NA,dsDNA,No,Not zoonotic,4,0.602059991327962,0,0,0,0,0
Atlantic salmon paramyxovirus,9,0.016968,(-) ssRNA,No,Not zoonotic,4,0.602059991327962,0,0,0,1,0
Avian dependoparvovirus 1,2,0.004682,ssDNA,No,Zoonotic,23,1.36172783601759,0,0,0,1.57978359661681,0
Avisivirus A,NA,NA,(+) ssRNA,No,Not zoonotic,6,0.778151250383644,0,0,0,0.477121254719662,0
Batama orthobunyavirus,NA,NA,(-) ssRNA,Yes,Not zoonotic,1,0,0,0,0,0,0
Bear Canyon mammarenavirus,4,0.010441,(-) ssRNA,No,Not zoonotic,28,1.44715803134222,0,0,0,0,0
Beluga whale coronavirus SW1,14,0.031686,(+) ssRNA,No,Not zoonotic,5,0.698970004336019,0,0,0,0.301029995663981,0
Benevides orthobunyavirus,NA,NA,(-) ssRNA,Yes,Not zoonotic,0,-Inf,0,0,0,0,0
Black Creek Canal hantavirus,NA,NA,(-) ssRNA,No,Zoonotic,5,0.698970004336019,0,0,0,0.301029995663981,0
Bos taurus polyomavirus 1,6,0.004697,dsDNA,No,Zoonotic,37,1.56820172406699,0,0,0,0.477121254719662,0
Bovine alphaherpesvirus 5,70,0.137821,dsDNA,No,Not zoonotic,140,2.14612803567824,0,0,0,0.301029995663981,0
Bovine mastadenovirus B,26,0.034446,dsDNA,No,Not zoonotic,51,1.70757017609794,0,0,0,0,0
Bujaru phlebovirus,NA,NA,(-) ssRNA,Yes,Zoonotic,4,0.602059991327962,0,0,0,0.301029995663981,0
Bwamba orthobunyavirus,NA,NA,(-) ssRNA,Yes,Zoonotic,14,1.14612803567824,0,0,0,0.301029995663981,0
Camelpox virus,211,0.205719,dsDNA,No,Zoonotic,233,2.36735592102602,0,0,0,1.89762709129044,0.301029995663981
Caprine alphaherpesvirus 1,NA,NA,dsDNA,No,Not zoonotic,19,1.27875360095283,0,0,0,0.778151250383644,0
Carey Island virus,NA,NA,(+) ssRNA,Yes,Not zoonotic,3,0.477121254719662,0,0,0,0,0
Cercopithecine alphaherpesvirus 2,75,0.150715,dsDNA,No,Not zoonotic,8,0.903089986991944,0,0,0,0,0
Classical swine fever virus,1,0.012301,(+) ssRNA,Yes,Not zoonotic,2614,3.41730558324453,0,0,0,3.0948203803548,0
Coastal Plains tibrovirus,9,0.013203,(-) ssRNA,No,Not zoonotic,2,0.301029995663981,0,0,0,0.301029995663981,0
Cocal vesiculovirus,5,0.011003,(-) ssRNA,No,Not zoonotic,5,0.698970004336019,0,0,0,0.301029995663981,0
Cosavirus A,1,0.007632,(+) ssRNA,No,Zoonotic,116,2.06445798922692,0,0,0,0.301029995663981,0.477121254719662
Cowbone Ridge virus,NA,NA,(+) ssRNA,Yes,Not zoonotic,3,0.477121254719662,0,0,0,0.301029995663981,0
Duck circovirus,4,0.001991,ssDNA,No,Not zoonotic,125,2.09691001300806,0,0,0,1.67209785793572,0
Duvenhage lyssavirus,5,0.011976,(-) ssRNA,No,Zoonotic,48,1.68124123737559,0,0,0,0.301029995663981,0
Dyozetapapillomavirus 1,7,0.00702,dsDNA,No,Not zoonotic,5,0.698970004336019,0,0,0,6.83769800802011,0
Elephantid betaherpesvirus 1,113,0.180421,dsDNA,No,Not zoonotic,547,2.73798732633343,0,0,0,0.301029995663981,0
Enterovirus E,1,0.007414,(+) ssRNA,No,Not zoonotic,108,2.03342375548695,0,0,0,1.07918124604762,0
Enterovirus H,1,0.007374,(+) ssRNA,No,Zoonotic,19,1.27875360095283,0,0,0,2.95904139232109,0
Epizootic haematopoietic necrosis virus,100,0.127011,dsDNA,No,Not zoonotic,16,1.20411998265592,0,0,0,1.55630250076729,0
Equid alphaherpesvirus 4,79,0.145597,dsDNA,No,Not zoonotic,95,1.97772360528885,0,0,0,1.25527250510331,0
Equid alphaherpesvirus 8,81,0.149332,dsDNA,No,Not zoonotic,4,0.602059991327962,0,0,0,0.845098040014257,0
Equine infectious anemia virus,4,0.008359,ssRNA-RT,No,Not zoonotic,2513,3.40019248859258,0,0,0,2.83569057149243,0
European catfish virus,136,0.127732,dsDNA,No,Not zoonotic,22,1.34242268082221,0,0,0,1.04139268515823,0
Gallid alphaherpesvirus 3,76,0.16427,dsDNA,No,Not zoonotic,28,1.44715803134222,0,0,0,1.30102999566398,0
Galliform aveparvovirus 1,4,0.005257,ssDNA,No,Not zoonotic,74,1.86923171973098,0,0,0,0,0
Gallivirus A,1,0.008496,(+) ssRNA,No,Not zoonotic,4,0.602059991327962,0,0,0,0.301029995663981,0
Gibbon ape leukemia virus,3,0.008088,ssRNA-RT,No,Not zoonotic,43,1.63346845557959,0,0,0,2.44247976906445,0.778151250383644
Goatpox virus,150,0.149599,dsDNA,No,Not zoonotic,164,2.2148438480477,0,0,0,1.73239375982297,0
Heron hepatitis B virus,4,0.003027,dsDNA-RT,No,Not zoonotic,37,1.56820172406699,0,0,0,1.20411998265592,0
Human mastadenovirus A,35,0.034125,dsDNA,No,Zoonotic,184,2.26481782300954,0,0,0,0.477121254719662,0
Human mastadenovirus D,36,0.035083,dsDNA,No,Zoonotic,1782,3.25090769970086,0,0,0,0.698970004336019,0.477121254719662
Hunnivirus A,1,0.007583,(+) ssRNA,No,Not zoonotic,3,0.477121254719662,0,0,0,0.477121254719662,0
Infectious salmon anemia virus,10,0.012716,(-) ssRNA,No,Not zoonotic,1573,3.19672872262329,0,0,0,2.05690485133647,0
Ippy mammarenavirus,4,0.010682,(-) ssRNA,No,Not zoonotic,6,0.778151250383644,0,0,0,0,0
Irkut lyssavirus,5,0.01198,(-) ssRNA,No,Not zoonotic,4,0.602059991327962,0,0,0,1.07918124604762,0
Isfahan vesiculovirus,5,0.011088,(-) ssRNA,No,Zoonotic,3,0.477121254719662,0,0,0,0.845098040014257,0
Jaagsiekte sheep retrovirus,5,0.007462,ssRNA-RT,No,Not zoonotic,427,2.63042787502502,0,0,0,2.31806333496276,0
Kairi orthobunyavirus,NA,NA,(-) ssRNA,Yes,Zoonotic,9,0.954242509439325,0,0,0,0.602059991327962,0
Kappapapillomavirus 2,10,0.007868,dsDNA,No,Not zoonotic,45,1.65321251377534,0,0,0,1.66275783168157,0
Langur virus,NA,NA,ssRNA-RT,No,Not zoonotic,1,0,0,0,0,0.954242509439325,0
Lebombo virus,NA,NA,dsRNA,Yes,Zoonotic,10,1,0,0,0,0.301029995663981,0
M'Poko orthobunyavirus,NA,NA,(-) ssRNA,Yes,Zoonotic,1,0,0,0,0,0,0
Macacine betaherpesvirus 3,223,0.221454,dsDNA,No,Not zoonotic,89,1.94939000664491,0,0,0,0,0
Madariaga virus,2,0.011624,(+) ssRNA,Yes,Zoonotic,28,1.44715803134222,0,0,0,1.04139268515823,0
Mamastrovirus 11,NA,NA,(+) ssRNA,No,Not zoonotic,1,0,0,0,0,1.77085201164214,0
Mamastrovirus 14,NA,NA,(+) ssRNA,No,Not zoonotic,1,0,0,0,0,1.77085201164214,0
Mamastrovirus 2,NA,NA,(+) ssRNA,No,Not zoonotic,32,1.50514997831991,0,0,0,0.602059991327962,0
Mamastrovirus 3,2,0.006706,(+) ssRNA,No,Not zoonotic,369,2.56702636615906,0,0,0,2.41497334797082,0
Meleagrid alphaherpesvirus 1,79,0.15916,dsDNA,No,Not zoonotic,50,1.69897000433602,0,0,0,0,0
Midway nyavirus,6,0.011752,(-) ssRNA,No,Not zoonotic,2,0.301029995663981,0,0,0,0.602059991327962,0
Miniopterus bat coronavirus HKU8,8,0.028773,(+) ssRNA,No,Not zoonotic,10,1,0,0,0,0.301029995663981,0
Montana myotis leukoencephalitis virus,1,0.01069,(+) ssRNA,Yes,Zoonotic,9,0.954242509439325,0,0,0,0.477121254719662,0
Mosavirus A,1,0.008398,(+) ssRNA,No,Not zoonotic,3,0.477121254719662,0,0,0,0.301029995663981,0
Mouse mammary tumor virus,5,0.008805,ssRNA-RT,No,Zoonotic,718,2.8561244442423,0,0,0,3.39689644914252,0
Ndumu virus,4,0.011688,(+) ssRNA,Yes,Zoonotic,15,1.17609125905568,0,0,0,0.778151250383644,0
New York hantavirus,NA,NA,(-) ssRNA,No,Zoonotic,4,0.602059991327962,0,0,0,0.301029995663981,0
Ntaya virus,1,0.010943,(+) ssRNA,Yes,Zoonotic,7,0.845098040014257,0,0,0,1.04139268515823,0
Omikronpapillomavirus 1,8,0.007879,dsDNA,No,Not zoonotic,19,1.27875360095283,0,0,0,0.301029995663981,0
Oscivirus A,1,0.0076595,(+) ssRNA,No,Not zoonotic,6,0.778151250383644,0,0,0,0,0
Ovine atadenovirus D,30,0.029576,dsDNA,No,Not zoonotic,14,1.14612803567824,0,0,0,0.301029995663981,0
Papiine alphaherpesvirus 2,75,0.156487,dsDNA,No,Not zoonotic,85,1.92941892571429,0,0,0,0,0
Papiine betaherpesvirus 3,NA,NA,dsDNA,No,Zoonotic,0,-Inf,0,0,0,0,0
Passeriform 2 bornavirus,NA,NA,(-) ssRNA,No,Not zoonotic,3,0.477121254719662,0,0,0,0.301029995663981,0
Passerivirus A,1,0.008035,(+) ssRNA,No,Not zoonotic,3,0.477121254719662,0,0,0,0.301029995663981,0
Phnom Penh bat virus,NA,NA,(+) ssRNA,Yes,Not zoonotic,7,0.845098040014257,0,0,0,0.301029995663981,0
Pigeon circovirus,NA,NA,ssDNA,No,Not zoonotic,158,2.19865708695442,0,0,0,1.70757017609794,0
Pipapillomavirus 1,6,0.007522,dsDNA,No,Not zoonotic,5,0.698970004336019,0,0,0,0.602059991327962,0
Pipistrellus bat coronavirus HKU5,9,0.030482,(+) ssRNA,No,Not zoonotic,59,1.77085201164214,0,0,0,0.845098040014257,0
Pixuna virus,NA,NA,(+) ssRNA,Yes,Not zoonotic,3,0.477121254719662,0,0,0,1.27875360095283,0
Porcine circovirus 2,3,0.001768,ssDNA,No,Not zoonotic,5244,3.71966268301805,0,0,0,2.54282542695918,0.301029995663981
Porcine reproductive and respiratory syndrome virus 1,11,0.015428,(+) ssRNA,No,Not zoonotic,13,1.11394335230684,0,0,0,1.14612803567824,0
Primate erythroparvovirus 2,NA,NA,ssDNA,No,Zoonotic,7,0.845098040014257,0,0,0,2.8109042806687,0
Primate T-lymphotropic virus 2,6,0.0089035,ssRNA-RT,No,Zoonotic,788,2.89652621748956,0,0,0,1,0
Puma lentivirus,NA,NA,ssRNA-RT,No,Not zoonotic,2,0.301029995663981,0,0,0,1.39794000867204,0
Rabbit fibroma virus,165,0.159857,dsDNA,Yes,Not zoonotic,36,1.55630250076729,0,0,0,1.69019608002851,0
Rio Negro virus,NA,NA,(+) ssRNA,Yes,Zoonotic,11,1.04139268515823,0,0,0,0.954242509439325,0
Rotavirus D,12,0.0185,dsRNA,No,Not zoonotic,104,2.01703333929878,0,0,0,0.778151250383644,0
Rotavirus G,12,0.018186,dsRNA,No,Not zoonotic,55,1.74036268949424,0,0,0,2.14301480025409,0
Rotavirus H,11,0.017961,dsRNA,No,Zoonotic,154,2.18752072083646,0,0,0,0.698970004336019,0
Saaremaa hantavirus,NA,NA,(-) ssRNA,No,Zoonotic,9,0.954242509439325,0,0,0,0.602059991327962,0
Saimiriine alphaherpesvirus 1,70,0.156742,dsDNA,No,Not zoonotic,12,1.07918124604762,0,0,0,0,0
Sakobuvirus A,1,0.007807,(+) ssRNA,No,Not zoonotic,2,0.301029995663981,0,0,0,0.301029995663981,0
Salivirus A,1,0.0079855,(+) ssRNA,No,Zoonotic,265,2.42324587393681,0,0,0,0.698970004336019,0
Sangassou hantavirus,NA,NA,(-) ssRNA,No,Zoonotic,9,0.954242509439325,0,0,0,0.845098040014257,0
Sapelovirus A,1,0.007491,(+) ssRNA,No,Not zoonotic,251,2.39967372148104,0,0,0,1.14612803567824,0
Sapelovirus B,1,0.008126,(+) ssRNA,No,Not zoonotic,22,1.34242268082221,0,0,0,3.59306443165872,0
Sea trout perhabdovirus,NA,NA,(-) ssRNA,No,Not zoonotic,4,0.602059991327962,0,0,0,0.301029995663981,0
Sheeppox virus,148,0.149955,dsDNA,No,Not zoonotic,189,2.27646180417324,0,0,0,1.79239168949825,0
Simian mastadenovirus A,34,0.034246,dsDNA,No,Not zoonotic,43,1.63346845557959,0,0,0,0.477121254719662,0
Simian virus 41,7,0.01545,(-) ssRNA,No,Zoonotic,7,0.845098040014257,0,0,0,1.17609125905568,0
Squirrel fibroma virus,NA,NA,dsDNA,No,Not zoonotic,3,0.477121254719662,0,0,0,0.698970004336019,0
Squirrelpox virus,141,0.148803,dsDNA,No,Not zoonotic,29,1.46239799789896,0,0,0,1.34242268082221,0
Starling circovirus,3,0.002063,ssDNA,No,Not zoonotic,4,0.602059991327962,0,0,0,0.477121254719662,0
Teschovirus A,1,0.007117,(+) ssRNA,No,Not zoonotic,272,2.4345689040342,0,0,0,0.698970004336019,0
Thottapalayam hantavirus,3,0.011732,(-) ssRNA,No,Zoonotic,69,1.83884909073726,0,0,0,0.301029995663981,0
Tiger puffer nervous necrosis virus,3,0.004534,(+) ssRNA,No,Not zoonotic,5,0.698970004336019,0,0,0,1.04139268515823,0
Torque teno sus virus 1a,3,0.002878,ssDNA,No,Not zoonotic,413,2.6159500516564,0,0,0,0.778151250383644,0
Torque teno sus virus 1b,3,0.002872,ssDNA,No,Not zoonotic,501,2.69983772586725,0,0,0,0.698970004336019,0
Turkey siadenovirus A,23,0.026263,dsDNA,No,Not zoonotic,74,1.86923171973098,0,0,0,0,0
Ungulate bocaparvovirus 1,4,0.005517,ssDNA,No,Not zoonotic,14,1.14612803567824,0,0,0,0.954242509439325,0
Ungulate copiparvovirus 2,3,0.005905,ssDNA,No,Not zoonotic,81,1.90848501887865,0,0,0,0.477121254719662,0
Ungulate tetraparvovirus 1,3,0.005111,ssDNA,No,Not zoonotic,13,1.11394335230684,0,0,0,0.698970004336019,0
Ungulate tetraparvovirus 2,NA,NA,ssDNA,No,Not zoonotic,107,2.02938377768521,0,0,0,0.698970004336019,0
Upsilonpapillomavirus 1,7,0.008089,dsDNA,No,Not zoonotic,7,0.845098040014257,0,0,0,0,0
Visna/maedi virus,6,0.009202,ssRNA-RT,No,Not zoonotic,375,2.57403126772772,0,0,0,1.53147891704226,0
Xipapillomavirus 1,8,0.007276,dsDNA,No,Not zoonotic,75,1.8750612633917,0,0,0,0.301029995663981,0
Xipapillomavirus 2,8,0.007197,dsDNA,No,Not zoonotic,4,0.602059991327962,0,0,0,1.32221929473392,0
Yaounde virus,NA,NA,(+) ssRNA,Yes,Not zoonotic,3,0.477121254719662,0,0,0,0.301029995663981,0
Yokose virus,1,0.010857,(+) ssRNA,Yes,Not zoonotic,8,0.903089986991944,0,0,0,0.954242509439325,0
Zika virus,1,0.010794,(+) ssRNA,Yes,Zoonotic,507,2.70500795933334,0,0,0,3.7098633174404,1.88649072517248
Adelaide River ephemerovirus,9,0.014627,(-) ssRNA,No,Not zoonotic,10,1,0,0,0,0.301029995663981,0
African green monkey simian foamy virus,5,0.013111,ssRNA-RT,No,Not zoonotic,1,0,0,0,0,0.301029995663981,0
Alethinophid 1 reptarenavirus,4,0.010404,(-) ssRNA,No,Not zoonotic,0,-Inf,0,0,0,0.301029995663981,0
Alethinophid 2 reptarenavirus,4,0.0103085,(-) ssRNA,No,Not zoonotic,11,1.04139268515823,0,0,0,0.301029995663981,0
Alphapapillomavirus 1,6,0.007961,dsDNA,No,Not zoonotic,239,2.37839790094814,0,0,0,3.40243334621931,0.477121254719662
Alphapapillomavirus 11,6,0.007723,dsDNA,No,Not zoonotic,94,1.9731278535997,0,0,0,3.06632592536204,0
Alphapapillomavirus 13,7,0.007759,dsDNA,No,Not zoonotic,45,1.65321251377534,0,0,0,2.79865064544527,0
Alphapapillomavirus 2,7,0.007919,dsDNA,No,Not zoonotic,71,1.85125834871908,0,0,0,3.39252108993193,0
Alphapapillomavirus 3,7,0.007989,dsDNA,No,Not zoonotic,277,2.44247976906445,0,0,0,3.34183005692051,0
Alphapapillomavirus 4,7,0.00786,dsDNA,No,Not zoonotic,72,1.85733249643127,0,0,0,3.22141423784234,0
Alphapapillomavirus 5,6,0.007855,dsDNA,No,Not zoonotic,235,2.37106786227174,0,0,0,3.26410915630581,0
Alphapapillomavirus 6,7,0.007856,dsDNA,No,Not zoonotic,1106,3.04375512696868,0,0,0,3.3059958827708,0
Alphapapillomavirus 7,8,0.007857,dsDNA,No,Not zoonotic,1526,3.18355453361886,0,0,0,0.301029995663981,0
Alphapapillomavirus 8,6,0.008027,dsDNA,No,Not zoonotic,161,2.20682587603185,0,0,0,3.13129779659762,0
Alphapapillomavirus 9,8,0.007905,dsDNA,No,Not zoonotic,9222,3.96482511788339,0,0,0,0.301029995663981,2.02530586526477
Anseriform dependoparvovirus 1,4,0.005119,ssDNA,No,Not zoonotic,284,2.45331834004704,0,0,0,0,0
Aotine betaherpesvirus 1,146,0.219474,dsDNA,No,Not zoonotic,3,0.477121254719662,0,0,0,0,0
Aquareovirus D,NA,NA,dsRNA,No,Not zoonotic,0,-Inf,0,0,0,2.57170883180869,0
Aquareovirus E,NA,NA,dsRNA,No,Not zoonotic,11,1.04139268515823,0,0,0,2.91381385238372,0
Ateline alphaherpesvirus 1,NA,NA,dsDNA,No,Not zoonotic,1,0,0,0,0,0.301029995663981,0
Avastrovirus 1,NA,NA,(+) ssRNA,No,Not zoonotic,127,2.10380372095596,0,0,0,0.301029995663981,0
Avian carcinoma Mill Hill virus 2,NA,NA,ssRNA-RT,No,Not zoonotic,3,0.477121254719662,0,0,0,0,0
Avian myeloblastosis virus,NA,NA,ssRNA-RT,No,Not zoonotic,25,1.39794000867204,0,0,0,2.96894968098134,0
Avian myelocytomatosis virus 29,NA,NA,ssRNA-RT,No,Not zoonotic,3,0.477121254719662,0,0,0,0.602059991327962,0
Avian paramyxovirus 5,8,0.017262,(-) ssRNA,No,Not zoonotic,3,0.477121254719662,0,0,0,2.92064500140679,0
Avian sapelovirus,1,0.008289,(+) ssRNA,No,Not zoonotic,2,0.301029995663981,0,0,0,0.301029995663981,0
Avian sarcoma virus CT10,NA,NA,ssRNA-RT,No,Not zoonotic,1,0,0,0,0,1.41497334797082,0
Bebaru virus,3,0.011877,(+) ssRNA,Yes,Not zoonotic,7,0.845098040014257,0,0,0,0.477121254719662,0
Berrimah ephemerovirus,10,0.015024,(-) ssRNA,No,Not zoonotic,7,0.845098040014257,0,0,0,0.301029995663981,0
Bertioga orthobunyavirus,NA,NA,(-) ssRNA,Yes,Not zoonotic,3,0.477121254719662,0,0,0,0,0
Betapapillomavirus 2,7,0.007434,dsDNA,No,Not zoonotic,267,2.42651126136458,0,0,0,0.301029995663981,0
Betapapillomavirus 3,6,0.00756,dsDNA,No,Not zoonotic,21,1.32221929473392,0,0,0,1.47712125471966,0
Betapapillomavirus 4,7,0.007461,dsDNA,No,Not zoonotic,13,1.11394335230684,0,0,0,1.49136169383427,0
Betapapillomavirus 5,7,0.007438,dsDNA,No,Not zoonotic,14,1.14612803567824,0,0,0,1.60205999132796,0
Betapapillomavirus 6,7,0.007632,dsDNA,No,Not zoonotic,2,0.301029995663981,0,0,0,1.47712125471966,0
Blotched snakehead virus,3,0.006179,dsRNA,No,Not zoonotic,4,0.602059991327962,0,0,0,0.954242509439325,0
Bokeloh bat lyssavirus,5,0.0119,(-) ssRNA,No,Not zoonotic,5,0.698970004336019,0,0,0,1.30102999566398,0
Bouboui virus,NA,NA,(+) ssRNA,Yes,Zoonotic,3,0.477121254719662,0,0,0,0.301029995663981,0
Bovine alphaherpesvirus 2,NA,NA,dsDNA,Yes,Not zoonotic,33,1.51851393987789,0,0,0,0.301029995663981,0
Bovine atadenovirus D,36,0.031301,dsDNA,No,Not zoonotic,57,1.75587485567249,0,0,0,0.301029995663981,0
Bovine foamy virus,5,0.012002,ssRNA-RT,No,Not zoonotic,38,1.57978359661681,0,0,0,1.55630250076729,0
Bovine mastadenovirus A,29,0.034185,dsDNA,No,Not zoonotic,6,0.778151250383644,0,0,0,0,0
Bovine mastadenovirus C,NA,NA,dsDNA,No,Not zoonotic,35,1.54406804435028,0,0,0,1.5910646070265,0
Bovine rhinitis A virus,NA,NA,(+) ssRNA,No,Not zoonotic,8,0.903089986991944,0,0,0,0.778151250383644,0
Bovine rhinitis B virus,1,0.007556,(+) ssRNA,No,Not zoonotic,16,1.20411998265592,0,0,0,1.07918124604762,0
Bubaline alphaherpesvirus 1,NA,NA,dsDNA,No,Not zoonotic,14,1.14612803567824,0,0,0,0.602059991327962,0.301029995663981
Bukalasa bat virus,NA,NA,(+) ssRNA,Yes,Not zoonotic,3,0.477121254719662,0,0,0,0,0
Bulbul coronavirus HKU11,NA,NA,(+) ssRNA,No,Not zoonotic,2,0.301029995663981,0,0,0,0.698970004336019,0
Bundibugyo ebolavirus,9,0.01894,(-) ssRNA,No,Not zoonotic,18,1.25527250510331,0,0,0,1.41497334797082,0
Bushbush orthobunyavirus,NA,NA,(-) ssRNA,Yes,Not zoonotic,0,-Inf,0,0,0,0,0
Callitrichine gammaherpesvirus 3,72,0.149696,dsDNA,No,Not zoonotic,20,1.30102999566398,0,0,0,0,0
Canary circovirus,2,0.001952,ssDNA,No,Not zoonotic,15,1.17609125905568,0,0,0,0.903089986991944,0
Canid alphaherpesvirus 1,76,0.125171,dsDNA,No,Not zoonotic,109,2.03742649794062,0,0,0,0.602059991327962,0.602059991327962
Cano Delgadito hantavirus,NA,NA,(-) ssRNA,No,Not zoonotic,14,1.14612803567824,0,0,0,0.845098040014257,0
Caprine arthritis encephalitis virus,6,0.009189,ssRNA-RT,No,Not zoonotic,3790,3.57863920996807,0,0,0,2.6159500516564,0
Carajas vesiculovirus,NA,NA,(-) ssRNA,No,Not zoonotic,6,0.778151250383644,0,0,0,0.602059991327962,0
Cardiovirus C,NA,NA,(+) ssRNA,No,Not zoonotic,3,0.477121254719662,0,0,0,2.64933485871214,0
